"","x"
"2645","ERCC4"
"2646","CTC1"
"2647","ATG4C"
"2648","EIF2S1"
"2649","EP400NL"
"2650","DCP1B"
"2651","FAM199X"
"2652","COPRS"
"2653","FEZ2"
"2654","CAPZA2"
"2655","ELMSAN1"
"2656","CASC10"
"2657","ARNT"
"2658","ANGEL2"
"2659","EGR3"
"2660","CAPN7"
"2661","FAM20B"
"2662","ARFGEF2"
"2663","CCDC142"
"2664","BPHL"
"2665","FAM21C"
"2666","EDRF1"
"2667","BRAF"
"2668","EMC1"
"2669","CHMP1B"
"2670","FBXL20"
"2671","BDP1"
"2672","FAM161B"
"2673","C6orf136"
"2674","CHMP1A"
"2675","ARHGEF7"
"2676","CNST"
"2677","CENPQ"
"2678","CHERP"
"2679","ARHGEF11"
"2680","CTTN"
"2681","C19orf70"
"2682","DCLRE1B"
"2683","CDK5"
"2684","C6orf62"
"2685","ANXA7"
"2686","DNM1L"
"2687","FAM53C"
"2688","ALG10"
"2689","CCDC61"
"2690","BROX"
"2691","AP2A1"
"2692","EIF1AX"
"2693","ARHGEF18"
"2694","C10orf32"
"2695","BPTF"
"2696","AGO1"
"2697","APIP"
"2698","ABCB10"
"2699","FBXW7"
"2700","C21orf67"
"2701","BLOC1S2"
"2702","ACD"
"2703","EEF2"
"2704","CDK4"
"2705","B4GALT7"
"2706","ANKRA2"
"2707","AKT1S1"
"2708","ASCC1"
"2709","DOCK1"
"2710","ANO10"
"2711","C7orf73"
"2712","BZW2"
"2713","ARID2"
"2714","CHD1"
"2715","DYNLL2"
"2716","DNAJB1"
"2717","CUTA"
"2718","CYCS"
"2719","CREBL2"
"2720","ATP2C1"
"2721","CLINT1"
"2722","C2orf43"
"2723","ACTB"
"2724","FAM175A"
"2725","APOA1BP"
"2726","EXOSC9"
"2727","EEF1D"
"2728","DLGAP4"
"2729","CTSE"
"2730","ADM5"
"2731","ANKIB1"
"2732","AP3S1"
"2733","DTNBP1"
"2734","FAM105B"
"2735","CPSF2"
"2736","ATPAF1"
"2737","BCL2L12"
"2738","DNAL4"
"2739","CHAF1B"
"2740","CBFA2T2"
"2741","COPE"
"2742","EIF2AK4"
"2743","BBS2"
"2744","ACVR2B"
"2745","ANKRD42"
"2746","CCDC86"
"2747","ACACA"
"2748","COL4A3BP"
"2749","ARPP19"
"2750","FAM188A"
"2751","ETFA"
"2752","CSE1L"
"2753","DHX33"
"2754","ASXL1"
"2755","FBXW8"
"2756","BCKDK"
"2757","C1orf74"
"2758","ATP6V1D"
"2759","COPS3"
"2760","CABP4"
"2761","FBXW2"
"2762","DCPS"
"2763","C5AR1"
"2764","ELK4"
"2765","COMMD6"
"2766","CDC42BPB"
"2767","DDX5"
"2768","EMC9"
"2769","ANKS3"
"2770","ALDH1A2"
"2771","DCAF15"
"2772","FAN1"
"2773","CETN2"
"2774","EIF2B3"
"2775","DCAF12"
"2776","CREB3"
"2777","ERLIN1"
"2778","C6orf120"
"2779","CSNK1A1"
"2780","ETV3"
"2781","BRF1"
"2782","CTBP1"
"2783","ANKFY1"
"2784","FBXO34"
"2785","DYM"
"2786","C1orf61"
"2787","CEP104"
"2788","CAB39"
"2789","ABCE1"
"2790","CCHCR1"
"2791","COX17"
"2792","BAK1"
"2793","CLEC2B"
"2794","CIPC"
"2795","B4GALT2"
"2796","ATOH8"
"2797","CMAS"
"2798","DTWD1"
"2799","CTDP1"
"2800","CBLN3"
"2801","BAZ2A"
"2802","CAAP1"
"2803","ETFDH"
"2804","FANCM"
"2805","CASP9"
"2806","ESD"
"2807","CITED1"
"2808","ESF1"
"2809","AGFG1"
"2810","CTDSP2"
"2811","FGFR1OP2"
"2812","CKS1B"
"2813","C19orf40"
"2814","CBWD3"
"2815","FLOT2"
"2816","DCP2"
"2817","C2orf44"
"2818","DROSHA"
"2819","C19orf10"
"2820","CHIC2"
"2821","ARFRP1"
"2822","CDC37L1"
"2823","DTWD2"
"2824","AKAP8L"
"2825","EMC6"
"2826","DCTN6"
"2827","ENHO"
"2828","DNAJC25"
"2829","AGPAT1"
"2830","CANX"
"2831","COPS2"
"2832","AKIRIN1"
"2833","CBFB"
"2834","CCNY"
"2835","CAD"
"2836","ADAP2"
"2837","DR1"
"2838","C1orf122"
"2839","DRAM2"
"2840","CBWD1"
"2841","FCF1"
"2842","AHCTF1"
"2843","ATP6V0A1"
"2844","AVL9"
"2845","BZW1"
"2846","DERL1"
"2847","ERCC6L"
"2848","BIRC2"
"2849","DCLRE1A"
"2850","AIDA"
"2851","CEP120"
"2852","EIF5A"
"2853","FAM118B"
"2854","DHX34"
"2855","CCDC22"
"2856","ANXA13"
"2857","DCHS1"
"2858","EIF6"
"2859","C17orf49"
"2860","ADNP2"
"2861","CABIN1"
"2862","DCLRE1C"
"2863","BCL2L13"
"2864","DNAJB2"
"2865","AKAP6"
"2866","FBXO31"
"2867","ATMIN"
"2868","FAM220A"
"2869","DCAF17"
"2870","AGPAT3"
"2871","CCNC"
"2872","DMWD"
"2873","ACP2"
"2874","BCAP31"
"2875","AIP"
"2876","C4orf3"
"2877","CTBP2"
"2878","DSN1"
"2879","CUL4B"
"2880","DTYMK"
"2881","C6orf211"
"2882","FKBP3"
"2883","C1orf35"
"2884","FBXW11"
"2885","ADAMTS7"
"2886","DCTN3"
"2887","BTRC"
"2888","EXD2"
"2889","ANKMY1"
"2890","ARL8B"
"2891","DNAJC4"
"2892","C17orf107"
"2893","C1QTNF5"
"2894","C19orf47"
"2895","CDH2"
"2896","ACLY"
"2897","C17orf75"
"2898","ALG3"
"2899","E2F6"
"2900","CXorf38"
"2901","DNAJC16"
"2902","ERMARD"
"2903","CYP2R1"
"2904","DPH6"
"2905","DNER"
"2906","CLN5"
"2907","ARHGAP35"
"2908","DFFB"
"2909","CBWD6"
"2910","ELAC1"
"2911","ARID4A"
"2912","C17orf85"
"2913","BAZ1B"
"2914","DNAJB14"
"2915","C2orf48"
"2916","DIRAS1"
"2917","ATP5G1"
"2918","CTDSP1"
"2919","CSNK1E"
"2920","AGK"
"2921","DCAF10"
"2922","EXOC2"
"2923","ATP13A4"
"2924","BOD1L1"
"2925","CKLF-CMTM1"
"2926","FLOT1"
"2927","DUT"
"2928","FAM50A"
"2929","FGFR1OP"
"2930","AARS"
"2931","ATG14"
"2932","COX19"
"2933","FASTKD1"
"2934","BBIP1"
"2935","CACYBP"
"2936","CCDC47"
"2937","DNAJC13"
"2938","DCUN1D5"
"2939","EFCAB14"
"2940","DGCR14"
"2941","ARL17B"
"2942","CENPP"
"2943","COL11A2"
"2944","CCDC53"
"2945","FNTA"
"2946","DYNLT1"
"2947","C12orf76"
"2948","CREB1"
"2949","FAR1"
"2950","ANKLE1"
"2951","CNNM1"
"2952","CHD1L"
"2953","ADNP"
"2954","DLGAP1"
"2955","DHX57"
"2956","CALM2"
"2957","DCAF4"
"2958","CACTIN"
"2959","CCDC121"
"2960","DHX29"
"2961","FNIP1"
"2962","FIG4"
"2963","CCDC101"
"2964","C10orf2"
"2965","ELF2"
"2966","DLAT"
"2967","ADCK2"
"2968","C16orf86"
"2969","ARMC1"
"2970","AHRR"
"2971","CCBL2"
"2972","DEF8"
"2973","COQ2"
"2974","DIDO1"
"2975","ATP6V0E1"
"2976","ATXN7L3B"
"2977","EMC3"
"2978","ATP6V0B"
"2979","CRLS1"
"2980","FKBP2"
"2981","CYP7B1"
"2982","FAM96B"
"2983","ALAD"
"2984","EMD"
"2985","CALCOCO2"
"2986","FLII"
"2987","COMMD8"
"2988","ETV2"
"2989","DPH1"
"2990","COX5B"
"2991","FAM71F2"
"2992","CHD2"
"2993","CHEK2"
"2994","DPH5"
"2995","DHX36"
"2996","ANAPC4"
"2997","CEP76"
"2998","C3orf33"
"2999","EIF5"
"3000","CTU1"
"3001","BRPF3"
"3002","DYNC2LI1"
"3003","DENND1A"
"3004","ARV1"
"3005","C5orf22"
"3006","ATAD1"
"3007","FDX1"
"3008","FAM193A"
"3009","FBXO30"
"3010","CHMP4B"
"3011","ALG11"
"3012","CUL5"
"3013","ADI1"
"3014","CNP"
"3015","EML5"
"3016","DDR2"
"3017","AP5B1"
"3018","ACIN1"
"3019","EEF1E1"
"3020","ERI2"
"3021","FEN1"
"3022","ALS2"
"3023","DET1"
"3024","AP1B1"
"3025","C11orf68"
"3026","CECR1"
"3027","CISD1"
"3028","FKBP1A"
"3029","C16orf95"
"3030","CCDC23"
"3031","C19orf18"
"3032","C12orf49"
"3033","FAM160B1"
"3034","C14orf182"
"3035","ADAT1"
"3036","DYRK1A"
"3037","C9orf64"
"3038","CRYZL1"
"3039","ACYP1"
"3040","C8orf59"
"3041","BBS7"
"3042","C9orf24"
"3043","DNAJC24"
"3044","BLOC1S5"
"3045","C18orf8"
"3046","FBXW9"
"3047","CCS"
"3048","AMD1"
"3049","C9orf41"
"3050","ATP6V0A2"
"3051","CERS5"
"3052","COG6"
"3053","C7orf49"
"3054","DDI2"
"3055","ALG12"
"3056","ASPRV1"
"3057","AKAP10"
"3058","COA7"
"3059","CDC16"
"3060","C11orf49"
"3061","DDX39A"
"3062","ACRC"
"3063","APEH"
"3064","CRADD"
"3065","ALG14"
"3066","ESCO1"
"3067","CEP57"
"3068","ADORA2A"
"3069","DNAJC28"
"3070","FAM126B"
"3071","DIS3"
"3072","AMER1"
"3073","ABHD17B"
"3074","EML3"
"3075","CARKD"
"3076","AP5M1"
"3077","DPH7"
"3078","C18orf21"
"3079","ELMOD2"
"3080","FBXO3"
"3081","C11orf72"
"3082","CHM"
"3083","CLDND2"
"3084","AKT2"
"3085","FAHD1"
"3086","COPS8"
"3087","EYA3"
"3088","DDX59"
"3089","FANCF"
"3090","CALM1"
"3091","CSNK2A1"
"3092","CDYL"
"3093","C10orf95"
"3094","FBXL18"
"3095","ALKBH3"
"3096","FAM35A"
"3097","C16orf87"
"3098","COA6"
"3099","AZI2"
"3100","FBXL3"
"3101","CSRP2BP"
"3102","DNAJC27"
"3103","COX8A"
"3104","BCAS2"
"3105","C17orf62"
"3106","ACTRT3"
"3107","AGPS"
"3108","ACOX3"
"3109","CCNF"
"3110","CA14"
"3111","CALM3"
"3112","CYP2W1"
"3113","AFTPH"
"3114","CXCL12"
"3115","COX11"
"3116","CNOT6"
"3117","COPA"
"3118","COG3"
"3119","DHDDS"
"3120","CHADL"
"3121","EPS15"
"3122","ARMCX5"
"3123","ADCK4"
"3124","AFG3L2"
"3125","DLX5"
"3126","EEFSEC"
"3127","EMC2"
"3128","FIS1"
"3129","ARSK"
"3130","CHRAC1"
"3131","ATOX1"
"3132","ABCA10"
"3133","CENPC"
"3134","DCAF8"
"3135","COX5A"
"3136","CPOX"
"3137","C7orf55-LUC7L2"
"3138","CDK12"
"3139","ASUN"
"3140","ATE1"
"3141","AP4E1"
"3142","AREL1"
"3143","FAM98A"
"3144","FAM208A"
"3145","AGMO"
"3146","ABCA13"
"3147","EPC2"
"3148","ESAM"
"3149","BNIP2"
"3150","ANKRD40"
"3151","ELK1"
"3152","EEF1G"
"3153","DNAJC8"
"3154","ADSL"
"3155","ABHD13"
"3156","DDN"
"3157","ACAD8"
"3158","DHFRL1"
"3159","FBRS"
"3160","CCDC148"
"3161","FAM219B"
"3162","C19orf54"
"3163","C17orf53"
"3164","FAM222B"
"3165","CAMK2G"
"3166","ABI1"
"3167","AOX1"
"3168","ANKRD49"
"3169","FARSA"
"3170","CDPF1"
"3171","CRLF3"
"3172","CRBN"
"3173","ECHDC1"
"3174","C9orf114"
"3175","COQ3"
"3176","ATP6AP1"
"3177","CHMP6"
"3178","AKIRIN2"
"3179","ATP5I"
"3180","DXO"
"3181","AKR7A2"
"3182","FAM200A"
"3183","BRF2"
"3184","ACTG1"
"3185","BTN2A1"
"3186","FH"
"3187","FBXO28"
"3188","DGCR2"
"3189","BATF"
"3190","EXOSC8"
"3191","DVL3"
"3192","C22orf29"
"3193","CRY2"
"3194","DBNL"
"3195","CDKAL1"
"3196","CCDC134"
"3197","ERN1"
"3198","FAM98C"
"3199","DYNC1LI1"
"3200","DDX42"
"3201","DCTN4"
"3202","CMSS1"
"3203","C3orf62"
"3204","ASAH2B"
"3205","EXOSC3"
"3206","CAMTA1"
"3207","DHRS7B"
"3208","ANP32A"
"3209","EBAG9"
"3210","DNAH7"
"3211","ATPIF1"
"3212","EIF1B"
"3213","ASCC3"
"3214","CHMP5"
"3215","DACT3"
"3216","CRAMP1L"
"3217","CAMKMT"
"3218","ABCF2"
"3219","ALG8"
"3220","COG5"
"3221","AKT1"
"3222","FAIM2"
"3223","C10orf25"
"3224","ARHGAP1"
"3225","DPH3"
"3226","EMR2"
"3227","FBXO15"
"3228","ESYT1"
"3229","ATXN7"
"3230","ASNA1"
"3231","EIF4EBP2"
"3232","C6orf106"
"3233","AARS2"
"3234","ARF3"
"3235","ANKLE2"
"3236","BRD4"
"3237","FICD"
"3238","ARMC7"
"3239","ABI3BP"
"3240","AHCYL1"
"3241","FAM149B1"
"3242","CCDC144A"
"3243","CMC1"
"3244","ATP2A2"
"3245","DDX3X"
"3246","DCAF6"
"3247","CHUK"
"3248","CPSF4"
"3249","CD70"
"3250","DDX20"
"3251","APITD1"
"3252","COL3A1"
"3253","CYB5RL"
"3254","ANKRD16"
"3255","ELMOD3"
"3256","ARL8A"
"3257","CIZ1"
"3258","ADPRM"
"3259","DNAJC21"
"3260","DLD"
"3261","C21orf33"
"3262","ACBD3"
"3263","CDK11B"
"3264","ARFIP1"
"3265","EFTUD1"
"3266","ATP6V1E1"
"3267","EIF4B"
"3268","DDX51"
"3269","FAM177A1"
"3270","ANKRD52"
"3271","CYP2C18"
"3272","DENND6A"
"3273","DNAJB6"
"3274","CSTF2T"
"3275","COX20"
"3276","DENND1C"
"3277","E2F4"
"3278","ERCC6"
"3279","ATG7"
"3280","DPP9"
"3281","FBXO46"
"3282","C5orf27"
"3283","EP300"
"3284","BRIX1"
"3285","CCDC114"
"3286","ATR"
"3287","C4orf36"
"3288","ABHD16A"
"3289","ADH5"
"3290","ENY2"
"3291","ATP6V0D1"
"3292","ADD1"
"3293","ERLEC1"
"3294","COX7B"
"3295","CDH26"
"3296","CCDC132"
"3297","CERS2"
"3298","FBXO9"
"3299","COX4I1"
"3300","CDK16"
"3301","DDA1"
"3302","DHX35"
"3303","ANKS6"
"3304","CASC3"
"3305","DDIT4L"
"3306","ATPAF2"
"3307","EIF3C"
"3308","FBXL4"
"3309","BAHD1"
"3310","CLPTM1"
"3311","EIF3H"
"3312","ATG2A"
"3313","ABCC10"
"3314","EXOSC10"
"3315","CKMT2"
"3316","C3orf38"
"3317","CCNI"
"3318","ASXL2"
"3319","ANKRD27"
"3320","EEF1A1"
"3321","EMG1"
"3322","FOPNL"
"3323","CALCRL"
"3324","CDC73"
"3325","CHMP4A"
"3326","FAM120B"
"3327","ELP6"
"3328","DNPEP"
"3329","ANKHD1"
"3330","C8orf76"
"3331","EFR3B"
"3332","DOLPP1"
"3333","COPS4"
"3334","EBLN2"
"3335","CPT2"
"3336","DUSP3"
"3337","COA3"
"3338","ARL5A"
"3339","CFDP1"
"3340","AP1G1"
"3341","BTBD1"
"3342","DFFA"
"3343","AASDH"
"3344","CUZD1"
"3345","CNTD1"
"3346","CCDC157"
"3347","ATP6V1H"
"3348","AP4M1"
"3349","CCDC90B"
"3350","COLEC11"
"3351","CSDE1"
"3352","EXOC7"
"3353","C16orf98"
"3354","BCMO1"
"3355","BTBD10"
"3356","BCLAF1"
"3357","ATP13A1"
"3358","APEX1"
"3359","CASP2"
"3360","ARPC2"
"3361","ERI3"
"3362","C2orf69"
"3363","CBY1"
"3364","FAM76A"
"3365","C12orf65"
"3366","ATP6V1F"
"3367","ASB1"
"3368","EEF2K"
"3369","EDEM2"
"3370","CCDC9"
"3371","FKBP15"
"3372","COPB2"
"3373","CSTF3"
"3374","CCT5"
"3375","CCDC12"
"3376","ECHS1"
"3377","CUTC"
"3378","C4orf29"
"3379","DCP1A"
"3380","ARMC10"
"3381","CBWD5"
"3382","EMC7"
"3383","CDC42"
"3384","CDIPT"
"3385","DNAJC5"
"3386","CCDC7"
"3387","COMMD5"
"3388","COG1"
"3389","FASTKD5"
"3390","CSNK1G1"
"3391","CDKN2AIP"
"3392","BLOC1S1"
"3393","DTD2"
"3394","CUL2"
"3395","EPC1"
"3396","CLPX"
"3397","CDHR1"
"3398","C1orf52"
"3399","C1orf109"
"3400","CCDC94"
"3401","DHX30"
"3402","C1orf27"
"3403","ACO2"
"3404","CDC40"
"3405","C10orf88"
"3406","CBX3"
"3407","AP3M1"
"3408","DDX49"
"3409","CACUL1"
"3410","C16orf58"
"3411","CCDC137"
"3412","FASTKD3"
"3413","DKC1"
"3414","C6orf57"
"3415","BOD1"
"3416","BEST1"
"3417","DNASE1L2"
"3418","COPS7A"
"3419","CC2D1B"
"3420","ATXN7L1"
"3421","A2ML1"
"3422","FBXO22"
"3423","CCDC58"
"3424","EIF3J"
"3425","CYFIP1"
"3426","ALKBH5"
"3427","ATP5J2-PTCD1"
"3428","DDX47"
"3429","ABHD10"
"3430","CXCL17"
"3431","CRKL"
"3432","CDC123"
"3433","C19orf53"
"3434","ARMC6"
"3435","FDPS"
"3436","BET1"
"3437","CDKN2AIPNL"
"3438","EIF2S3"
"3439","FBXO8"
"3440","FBN2"
"3441","DPM1"
"3442","ARID1B"
"3443","DMAP1"
"3444","B4GALT3"
"3445","CNPPD1"
"3446","CCNH"
"3447","ACOT8"
"3448","DCTN1"
"3449","C15orf38-AP3S2"
"3450","AOAH"
"3451","ATF1"
"3452","C14orf142"
"3453","ABCA12"
"3454","COMMD1"
"3455","CERS1"
"3456","ERCC8"
"3457","CHP2"
"3458","CELF1"
"3459","CCNT1"
"3460","CLPTM1L"
"3461","DPP8"
"3462","CISD2"
"3463","C11orf31"
"3464","FBXO11"
"3465","C17orf67"
"3466","ANKRD39"
"3467","API5"
"3468","AADAC"
"3469","ELF5"
"3470","ATF6B"
"3471","C3orf17"
"3472","ACTR1B"
"3473","C10orf12"
"3474","CCL26"
"3475","ALKBH6"
"3476","C6orf89"
"3477","ELAC2"
"3478","ARMC8"
"3479","BCL2L2"
"3480","C16orf52"
"3481","FGFBP3"
"3482","ACTR3"
"3483","AAGAB"
"3484","DNAJC9"
"3485","CNOT3"
"3486","C22orf39"
"3487","DUSP12"
"3488","CD36"
"3489","EIF4E"
"3490","EHMT1"
"3491","AQP7"
"3492","DIMT1"
"3493","ANP32B"
"3494","ATP5G3"
"3495","EDC3"
"3496","FLAD1"
"3497","CHD8"
"3498","ACVRL1"
"3499","BGLAP"
"3500","EDF1"
"3501","EXOC3"
"3502","CORO2B"
"3503","COL13A1"
"3504","ELAVL2"
"3505","FNTB"
"3506","EXOSC2"
"3507","C2orf68"
"3508","DNAJC2"
"3509","CARS2"
"3510","CUL4A"
"3511","DERL2"
"3512","CWF19L2"
"3513","AP2S1"
"3514","DIAPH1"
"3515","EIF4G2"
"3516","CAPZA1"
"3517","ERH"
"3518","CLIC5"
"3519","COMMD4"
"3520","ACTL6A"
"3521","ATP1A3"
"3522","CEPT1"
"3523","C14orf2"
"3524","C15orf61"
"3525","ALKBH4"
"3526","C15orf57"
"3527","FBXO42"
"3528","CAMLG"
"3529","ALG1"
"3530","ACBD6"
"3531","C16orf91"
"3532","ATXN1L"
"3533","CAPZB"
"3534","ATIC"
"3535","ATP5J"
"3536","ACVR1C"
"3537","DNAJB11"
"3538","DLK2"
"3539","ATG5"
"3540","FAM206A"
"3541","ABCC2"
"3542","CUL1"
"3543","COA1"
"3544","AKIP1"
"3545","CHCHD4"
"3546","DNAJC30"
"3547","EIF3M"
"3548","BBS12"
"3549","ENPP2"
"3550","AFMID"
"3551","CTNNA1"
"3552","ADCK1"
"3553","EIF3F"
"3554","DCUN1D3"
"3555","ELP4"
"3556","CDAN1"
"3557","ALKBH8"
"3558","CMC2"
"3559","C12orf79"
"3560","ACAD10"
"3561","ANAPC16"
"3562","ARPC5"
"3563","ANKAR"
"3564","CNIH1"
"3565","ANKRD13C"
"3566","EED"
"3567","C21orf59"
"3568","CTNNBL1"
"3569","CHRNA7"
"3570","FAM96A"
"3571","AKAP5"
"3572","C6orf123"
"3573","C7orf26"
"3574","AACS"
"3575","FEM1A"
"3576","BOLA3"
"3577","AQP11"
"3578","CYB561D1"
"3579","CTR9"
"3580","CCT2"
"3581","DUS4L"
"3582","FAM120A"
"3583","ELL"
"3584","ARL1"
"3585","DCTD"
"3586","ATG12"
"3587","CBWD2"
"3588","FDXACB1"
"3589","DESI1"
"3590","C14orf1"
"3591","CNIH4"
"3592","CDC5L"
"3593","ANKDD1B"
"3594","CCDC51"
"3595","CEP63"
"3596","ALAS1"
"3597","DNAJC19"
"3598","DCAF7"
"3599","ERVW-1"
"3600","CPSF7"
"3601","C12orf44"
"3602","BIRC6"
"3603","CBLL1"
"3604","DRG2"
"3605","CHMP2A"
"3606","BYSL"
"3607","ELOF1"
"3608","ACSL6"
"3609","EGR2"
"3610","DGCR8"
"3611","FAM120AOS"
"3612","CSNK1G3"
"3613","ARPC3"
"3614","DPM2"
"3615","CPSF3L"
"3616","COG2"
"3617","DHX37"
"3618","ARIH2"
"3619","CLTC"
"3620","BTBD16"
"3621","ENSA"
"3622","ACSF3"
"3623","ARL16"
"3624","C19orf73"
"3625","FBXW4"
"3626","DLEU1"
"3627","DYNC1H1"
"3628","DDX55"
"3629","EAF1"
"3630","C19orf43"
"3631","ANKRD54"
"3632","ALG13"
"3633","BRPF1"
"3634","COX7C"
"3635","EIF4A1"
"3636","C2orf61"
"3637","ACTR5"
"3638","CAPNS1"
"3639","FAM122A"
"3640","ATG16L1"
"3641","APITD1-CORT"
"3642","FBXO38"
"3643","COQ10B"
"3644","EFCAB11"
"3645","ATRIP"
"3646","FNDC5"
"3647","DPP3"
"3648","CMTR1"
"3649","DNAH10OS"
"3650","ATG10"
"3651","DPH2"
"3652","BET1L"
"3653","CCAR1"
"3654","CCDC79"
"3655","FBXO21"
"3656","COX7A2"
"3657","CDADC1"
"3658","CALR"
"3659","FAM78B"
"3660","EGLN2"
"3661","DDX24"
"3662","DDX19B"
"3663","EPS15L1"
"3664","DIEXF"
"3665","CLNS1A"
"3666","COX18"
"3667","COX14"
"3668","BRD9"
"3669","ARPC1A"
"3670","CINP"
"3671","CCDC71"
"3672","ETF1"
"3673","CCZ1B"
"3674","CCDC127"
"3675","CRNKL1"
"3676","ATP6V1G1"
"3677","ATF6"
"3678","ADIPOR2"
"3679","EFCAB6"
"3680","C8orf46"
"3681","DDX50"
"3682","CNEP1R1"
"3683","DAZAP2"
"3684","ASAH2"
"3685","COX15"
"3686","CDK7"
"3687","EIF3L"
"3688","BSDC1"
"3689","BAP1"
"3690","ADIPOR1"
"3691","ASB6"
"3692","ENOPH1"
"3693","CD6"
"3694","ANKS1A"
"3695","EIF2AK1"
"3696","ATP5O"
"3697","C14orf28"
"3698","EIF3G"
"3699","C12orf66"
"3700","ADAMTS6"
"3701","CHCHD3"
"3702","CYP20A1"
"3703","ADO"
"3704","FAU"
"3705","DIRAS3"
"3706","ATP5E"
"3707","DYNLRB1"
"3708","CSTF2"
"3709","FGF1"
"3710","DALRD3"
"3711","DAAM2"
"3712","CFL1"
"3713","ANAPC13"
"3714","AMFR"
"3715","BRD1"
"3716","FKBPL"
"3717","DHX15"
"3718","FAM103A1"
"3719","ARF5"
"3720","FBXO18"
"3721","AP5S1"
"3722","DARS"
"3723","F5"
"3724","FAM45A"
"3725","DEPDC5"
"3726","DNAJC11"
"3727","AHSA1"
"3728","ANKRD11"
"3729","CACNA2D2"
"3730","DOLK"
"3731","CLEC18B"
"3732","ALG9"
"3733","DDX18"
"3734","DMGDH"
"3735","ARPC5L"
"3736","EIF2B2"
"3737","EIF4A3"
"3738","C16orf46"
"3739","CECR2"
"3740","CARD9"
"3741","DBR1"
"3742","BTBD7"
"3743","COQ5"
"3744","COMMD9"
"3745","ART3"
"3746","C16orf80"
"3747","DPF2"
"3748","DDX46"
"3749","ADPGK"
"3750","APTX"
"3751","CCDC3"
"3752","FIZ1"
"3753","DDX27"
"3754","CDC26"
"3755","ABCA4"
"3756","C1orf123"
"3757","BUB3"
"3758","C12orf60"
"3759","COX10"
"3760","ACTR2"
"3761","CCT3"
"3762","CYTH2"
"3763","COL4A6"
"3764","ANAPC1"
"3765","DDO"
"3766","CHID1"
"3767","DSCR3"
"3768","EIF4G1"
"3769","ARSI"
"3770","CDK5RAP1"
"3771","C11orf57"
"3772","CNNM2"
"3773","BTF3"
"3774","FAF2"
"3775","C12orf10"
"3776","EXOC8"
"3777","DDX10"
"3778","CNOT11"
"3779","ACTR8"
"3780","BCS1L"
"3781","ATG4B"
"3782","CASKIN1"
"3783","ALG2"
"3784","ANAPC7"
"3785","DPAGT1"
"3786","FBXO33"
"3787","CNOT8"
"3788","DHX38"
"3789","ACTR10"
"3790","ERCC3"
"3791","BCCIP"
"3792","CCDC17"
"3793","CDHR2"
"3794","BRMS1"
"3795","BRK1"
"3796","EIF3K"
"3797","ATP5C1"
"3798","AURKC"
"3799","CWC27"
"3800","DUSP19"
"3801","AGGF1"
"3802","FASTKD2"
"3803","ABCF1"
"3804","COPB1"
"3805","EP400"
"3806","C16orf72"
"3807","CTDNEP1"
"3808","C9orf156"
"3809","DLG2"
"3810","ATF7"
"3811","CSNK2A2"
"3812","DAD1"
"3813","ARHGAP17"
"3814","EXOSC6"
"3815","ATP5J2"
"3816","ABHD1"
"3817","CDC23"
"3818","C19orf68"
"3819","CDC37"
"3820","EXOC4"
"3821","BRD7"
"3822","FAM151B"
"3823","ATP5S"
"3824","FAM133B"
"3825","ECD"
"3826","ARPC4"
"3827","EI24"
"3828","BEST4"
"3829","COX6A1"
"3830","C11orf58"
"3831","C6orf99"
"3832","DCAF11"
"3833","ACTR1A"
"3834","CNOT2"
"3835","CCT6A"
"3836","CLTA"
"3837","ARIH1"
"3838","AGAP2"
"3839","ADPRHL2"
"3840","EIF3D"
"3841","CCNK"
"3842","DRG1"
"3843","FAM185A"
"3844","ARCN1"
"3845","AKR1A1"
"3846","FAM86A"
"3847","CADPS"
"3848","APEX2"
"3849","ATXN2"
"3850","CAPRIN1"
"3851","BANF1"
"3852","FN3KRP"
"3853","BAG5"
"3854","DPF3"
"3855","BLOC1S4"
"3856","BCL7B"
"3857","FAM90A1"
"3858","AARSD1"
"3859","AUH"
"3860","AP3D1"
"3861","C1orf220"
"3862","COPG1"
"3863","EARS2"
"3864","CYB561A3"
"3865","CIRH1A"
"3866","C12orf45"
"3867","CNOT10"
"3868","CXorf40A"
"3869","DACH1"
"3870","ATP5L"
"3871","ASCC2"
"3872","ARL6IP4"
"3873","COASY"
"3874","COQ9"
"3875","DEXI"
"3876","DDX28"
"3877","BMP6"
"3878","CCDC96"
"3879","COQ7"
"3880","CLDN16"
"3881","CDH13"
"3882","C12orf73"
"3883","CRTC2"
"3884","EFTUD2"
"3885","EAPP"
"3886","CHCHD1"
"3887","FAM124A"
"3888","ANAPC15"
"3889","DNAJC17"
"3890","EDAR"
"3891","ANKRD17"
"3892","C9orf78"
"3893","EXOC1"
"3894","CARS"
"3895","ATXN2L"
"3896","DLL3"
"3897","CCT8"
"3898","FARS2"
"3899","DHPS"
"3900","CCZ1"
"3901","C7orf25"
"3902","COPS5"
"3903","C3orf35"
"3904","CACNA1A"
"3905","BEND3"
"3906","C6orf203"
"3907","DHODH"
"3908","EBNA1BP2"
"3909","DDX19A"
"3910","ASTE1"
"3911","CRCP"
"3912","CRK"
"3913","AP3B1"
"3914","CHURC1"
"3915","BAALC"
"3916","ASB7"
"3917","CNTFR"
"3918","C17orf100"
"3919","EPRS"
"3920","C1orf131"
"3921","EIF3A"
"3922","CXorf40B"
"3923","C11orf73"
"3924","EIF4ENIF1"
"3925","BAI1"
